Seq 1,Seq 2,Author Last Name,Title,Date Published,Seq 3,Seq 4,Brief Description,Seq 5,Empty 1,,Storage,Publication Place,Empty 2,Edition,Seq 7,Seq 8,Binding Size Pagination,Content,Provenance,Notes,Empty 3,Author,Condition,Boolean 1,Boolean 2,Date Acquired,Another Date,Stuff 1,Empty 4,Place,Empty 5,Empty 6,Seq 9
848,S0090.062,"Great Britain, Government of",Metropolitan commission of sewers.,1853,5,55,Sewer Design,13,,1,Library,London,,0,65,1,"No cover, reduced version of cover on back, 21.75x34.5 cm, 6 pp.",Return of the amount of debt and liabilities due from the Metropolitan Commission of Sewers at the present time; the increase of the debt and liabilities in each year since the act of 1851…,,Box 4,London Main Drainage,Bazalgette,,,,,4/11/2013,Update keywords,,On shelf,426,,848
849,S0090.063,"Great Britain, Government of",Metropolitan commission of sewers.,1853,5,55,Sewer Design,13,,1,Library,London,,0,65,1,"No cover, reduced version of cover on back, single sheet of paper, 21.5x34.25 cm, 2 pp.","A return showing how much of the sums raised by the Commissioners, by rate, by loan, or otherwise, between the passing of the Metropolitan Sewers Amendment Act, 1851, and the present time, was expended in management in each year.",,Box 4,London Main Drainage,Bazalgette,,,,,4/11/2013,Update keywords,,On shelf,426,,849
850,S0106,"New South Wales, Government of",No. xxxv. an act for supplying the city of sydney and portions of the suburbs thereof with water.,1853,5,26,Sydney,13,,1,Library,Sydney,,0,29,1,"Pale blue, binding failed, excerpt from larger volume, 21.5x32 cm, 6 pp.","An act to authorize the construction of water works for the City of Sydney with water from the Sydney Water Reserve. The act authorizes the resumption of land, borrowing of money and protection of the watercourse from diversion and pollution.",,,Australiana,,,To be included,,,4/28/2013,Update keywords,,On shelf,127,,850
851,124,"Trautwine, John C.","Rough notes of an exploration for an inter-oceanic canal route by way of the rivers Atrato and San Juan, in New Granada, South America",1854,6,104,New Granada (Isthmian Canals),11,,1,Library,New Granada,,0,177,1,"Green embossed cloth boards, gilt on spine, script inside back cover, 15.5x23.5 cm, 3 plates, 3 folding maps, 100 pp.",An early exporation of a canal route through what is now Panama.,Ex libris William Jenkins,,,,Good,Yes,,,3/29/2013,Update keywords,,On shelf,874,,851
852,412,"Great Britain, Government of","Report on the discipline and management of the convict prisons, and disposal of convicts, 1853",1854,6,30,Prisons,11,,7,Library,London,,0,65,1,"Blue printed wraps, front cover stamped, 15.5x24.5 cm, 7 plates, 162 pp.",A report on the treatment and interment of prisons for the year 1853.,,,,Lieut.-Col. Jebb,,Yes,,,4/27/2013,Update keywords,,On shelf,426,,852
853,935.2,"Richard, Georges Tom","Aide-memoire general et alphabetique des ingenieurs, Deuxieme partie F - Z",1854,6,112,Civil engineering,2,,1,Library,Paris,,0,1186,2,"Quarter leather, green paper on boards, 15 x 23 cm, [half title][title], 721 to 1531 pgs",,,,,,Very good,Yes,,4/2/2016,,,,On shelf no tag,1360,,853
854,935.3,"Richard, Georges Tom","Aide-memoire general et alphabetique des ingenieurs, Atlas",1854,6,112,Civil engineering,2,,1,Library,Paris,,0,1186,2,"Quarter leather, green paper on boards, 15 x 23 cm, [half title][title], 112 plates",,,,,,Very good,Yes,,4/2/2016,,,,On shelf no tag,1360,,854
855,958,Exhibition halls,Tafeln zum Industrie-Ausstellungs-Bericht in München,1854,6,30,Exhibition halls,6,,4,Archive,Munich,,0,1204,8,"Watered silk, 41 x 27 cm, 15 folding plates",,,,,,Good,Yes,,4/24/2016,3/11/2018,,,Cabinet Box 19,286,,855
856,C0020,"Keefer, Thomas Coltrin","""montreal:"" ""the ottawa:"" two lectures delivered before the mechanics institute of montreal, in january, 1853 and 1854.",1854,4,12,General survey,11,,1,Library,"Montreal, The Ottawa River",,0,177,1,"New marble boards, taped spine, ownership embossing throughout,",Two speeches; one of the city of Montreal and the other about the Ottawa River.,,,,,,Yes,,,2/9/2013,Update keywords,,On shelf,306,,856
857,C0122,"Andrews, Isreal D.","Communication from the secretary of the treasury, transmitting in compliance with a resolution of the senate of march 8, 1851, the report of isreal d. andrews, consul of the united states fro canada and new brunswick…",1854,4,12,General,14,,1,Library,"Washington, D.C.",,0,526,1,"Full leather, 15.5x24 cm, errata, 926 pp.",A report to the Senate on the full and complete statements of trade and commerce of the British North American colonies with the United States and other parts of the world.,,,,,,To be included,,,,,,Pending,809,,857
858,S0131,"Dempsey, G. Drysdale",Rudimentary treatise on the drainage and sewage of towns and buildings.,1854,5,55,Sewerage design,11,,1,Library,London,,0,307,1,"Red board cover, bindings failed, embossed stamp on title page, inside cover damaged, 216 pp., 12 pp. of advertisements.",A treatise examining the use of district collection of sewage versus a concentration or metropolitan collection scheme. It is argued that the district collection is an effective method for any town to drain and reuse waste in agriculture.,,,,,,,,,4/28/2013,Update keywords,,On shelf,478,,858
859,S0165,"Browne, D.J.","The field book of manures; or, the American muck book",1854,5,56,Manure,16,,1,Library,New York,,0,338,1,"Cloth cover, blind stamped, 14 x 20 cm, [title], xii, 422 pg, 2 pp. advertising.",,Lake,,,"Browne, D.J.","Very good, rebacked by Felton, Feb 2020",,,,2/16/2020,,,Pending,508,,859
860,261,"Great Britain, Government of","Westminster Bridge: Return to an order of the Honourable the House of Commons, dated 9 May 1854; for copies ""of all correspondence, tenders, and contracts with reference to the building of Westminster Bridge",1854,6,116,Westminster Bridge,13,,1,Archive,Westminster,,0,65,1,"No cover, reduced cover on back, 22x34 cm, 26 pp.",The return addresses documentation about the New Westminster Bridge.,,,,,,To be included,,,12/29/2015,Update keywords,Change to rare book,Box B,426,,860
861,862,"Reech, Ferdinand",Machine a air d'un nouveau systeme deduit d'une comparaison raisonnee des systemes de MM. Ericsson et Lemoine,1854,6,30,Steam engine,11,,7,Library,Paris,,0,801,2,"Printed wraps, 22.5 x 28 cm, uncut, [half title][title], viii, 88 pgs, 1 folding plate",,,"presentation copy to Charles-Pierre-Mathieu Combes, with a detailed letter to same discussing the thermodynamics of different engines",,Ferdinand Reech,Good,Yes,,2/6/2016,,,,On shelf no tag,1437,,861
862,C0104,"Richardson, Hugh",Supplement to the canadian journal. reports on the improvement and preservation of toronto harbour. published by authority of the harbour commissioners.,1854,4,50,Toronto,11,,7,Library,Toronto,,0,119,1,"Brown wraps, cover detached, damaged, attached diagrams, 24.5x31 cm, 3 folding diagrams, 40 pp.",Report on the preservation and improvement of the Toronto Harbour with a reward being offered for the three best reports.,,,,,,To be included,,,4/20/2013,Update keywords,,On shelf,214,,862
863,C0156,"Canada East, Government of","Return to an address from the legislative assembly of the 22nd instant, for copy of certain correspondence relative to montréal harbour.",1854,4,50,Montreal Harbour,14,,7,Library,Montreal,,0,247,1,"Cover missing, 17x24.5 cm, 70 pp.",Information relative to the Montreal Harbour.,,,,,,To be included,,,4/20/2013,Update keywords,,On shelf,243,,863
864,C0242,"Chauchon, Joseph","Rapports de l'ingénieur-en-chef, sur l'étude du chemin de fer de la rive nord et des directeurs sur les ressources probables de ce chemin",1854,4,102,Rive Nord,14,,7,Library,Québec,,0,,2,"Orange wraps, 14x21.5 cm, 1 folding map, 52 pp.",A study into a route for a rail line from Quebec to the junction of the St. Charles River and St. Lawrence River.,,,,,,Yes,,,4/18/2013,Update keywords,,On shelf,205,,864
865,C0495,"Canadian Institute, Council of the","The canadian journal. a repertory of industry, science, and art; and a record of the proceedings of the canadian institute.",1854,4,30,Compendium,15,,7,Library,Toronto,,0,256,1,"Green Wraps, some pages uncut at top, 25x31 cm, 96 pp.",,,The November 1854 copy of the Canadian Journal.,,,,Yes,,,12/29/2015,Update keywords,Change to archives,On shelf,350,,865
866,S0090.036,"Great Britain, Government of",Metropolis drainage. plans.,1854,5,55,Sewer Design,13,,1,Library,London,,0,65,1,"No cover, 21.5x34.5 cm, contains 5 folding sheets of plans.",Plans from the METROPOLIS DRAINAGE report. See S54-37.,,Box 4,London Main Drainage,,,,,,4/11/2013,Update keywords,,On shelf,426,,866
867,S0090.037,"Great Britain, Government of",Return: metropolis drainage.,1854,5,55,Sewer Design,13,,1,Library,London,,0,65,1,"No cover, 21.5x34.5 cm, contains 5 folding sheets of plans.","Copies of any Reports and Communications made by the Board of Health to the Secretary of State for the Home Department, in reference to the Drainage of the Metropolis",,Box 6,London Main Drainage,,,,,,4/11/2013,Update keywords,,On shelf,426,,867
868,S0090.039,"Great Britain, Government of",Metropolitan sewers.,1854,5,55,Sewer Design,13,,1,Library,London,,0,65,1,"No cover, binding failed, 22x34.5 cm, 28 pp., 3 maps.","Reports from the engineers to the Metropolitan Sewers Commissioners, upon the sewage interception and main drainage of the districts north and south of the River Thames.",,Box 4,London Main Drainage,,,,,,4/11/2013,Update keywords,,On shelf,426,,868
869,S0090.042,"Great Britain, Government of",Metropolitan commission of sewers.,1854,5,55,Sewer Design,13,,1,Library,London,,0,65,1,"No cover, reduced version of cover on back with text, 21.5x34.5 cm, 20 pp.","Amount of Rates made and levied by the Commissioners of Sewers for the Tower Hamlets, on the several Parishes and Levels within the District or Borough of the Tower Hamlets, for each Year from the Year 1843 to the Year 1847, both inclusive:",,Box 4,London Main Drainage,,,,,,4/11/2013,Update keywords,,On shelf,426,,869
870,S0090.049,"Great Britain, Government of",Metropolitan commission of sewers.,1854,5,55,Sewer Design,13,,1,Library,London,,0,65,1,"No cover, 21.25x34.25 cm, 2 pp., 1 sheet of paper.","Copy of a letter addressed to the Secretary of State by the Metropolitan Sewers Commissioners, relative to the proposed Application by then of the Sum of £300,000, for the borrowing of which Powers are inserted in the New Sewers Bill.",,Box 4,London Main Drainage,,,,,,4/11/2013,Update keywords,,On shelf,426,,870
871,S0090.050,"Great Britain, Government of",Metropolitan commission of sewers.,1854,5,55,Sewer Design,13,,1,Library,London,,0,65,1,"No cover, reduced version of cover on back with text, 21.5x34 cm, 8 pp.","Returns ""of the Amount of Money authorised to be raised by the Metropolitan Commissioners of Sewers under Act 16 & 17 Vict. C. 125:"" "" Of the Amount that has been raised, and in what Manner it has been raised:""",,Box 4,London Main Drainage,,,,,,4/11/2013,Update keywords,,On shelf,426,,871
872,S0090.064,"Great Britain, Government of",Metropolitan commission of sewers.,1854,5,55,London Sewer estimates,13,,1,Library,London,,0,,1,"No cover, reduced version of cover on back with text, 21.5x34.5 cm, 8 pp.","Returns ""of the amount of money authorised to be raised by the Metropolitan Commissioners of Sewers under Act 16 & 17 Vict. C. 125. Of the amount that has been raised, and in what manner …&tc.",,,London Main Drainage,Bazalgette,,,,,2/26/2012,,,Pending,426,,872
873,S0109,"Metcalf, Leonard and Harrison P. Eddy","Williamstown water supply. report to the surveyor general, as to the supply of water to williamstown.",1854,5,26,Williamstown,13,,1,Library,Williamstown,,0,1,1,"Pale blue, 21.5x34 cm, 18 pp.",A report on securing a water supply for Williamstown. Includes chemical analysis of water.,,,Australiana,,,To be included,,,4/28/2013,Update keywords,,On shelf,587,,873
874,3,"Gummere, John","A treatise on surveying, containing the theory and practice: to which is prefixed a perspiciuous system of plane trigonometry, the whole clearly demonstrated and illustrated by a large number of appropriate examples, &tc.",1855,6,60,Surveying Theory,11,,1,Library,Philadelphia,,15th,658,1,"Full leather, 15x22.5 cm, illustrated, 8 pp. advertisements, 152 pp. Appendix, 290 pp.",,ownership script inside cover,,,"Gummere, John",,Yes,,,2/16/2020,Update keywords,,On shelf,907,,874
875,45.1,"Connolly, T.W.J.","History of the Corps of Royal Sappers and Miners, Volume 1",1855,6,52,Sappers and Miners,11,,1,Library,NA,,0,,1,"Red cloth, 15 x 23 cm, viii, [text] [list] 368 pgs, 8 colour plates",,,,,"Connolly, T.W.J.",,Yes,,2/16/2013,2/16/2013,Update keywords,,On shelf,1270,,875
876,45.2,"Connolly, T.W.J.","History of the Corps of Royal Sappers and Miners, Volume 2",1855,6,52,Sappers and Miners,11,,1,Library,NA,,0,,1,"Red cloth, 15 x 23 cm, viii, [title] [list] 324 pgs, 9 colour plates, advert 24 pgs",,,,,"Connolly, T.W.J.",Very good,Yes,,2/16/2013,2/16/2013,Update keywords,,On shelf,1270,,876
877,79.1,"Smith, R. Baird",Italian irrigation: being a report on the agricultural canals of Piedmont and Lombardy addressed to the honourable the court of directors of the East India Company. vol i: historical and descriptive,1855,6,14,Italy,11,,1,Library,"Piedmont and Lombardy, Italy",,0,686,1,"Red cloth boards, gilt stamping, dust jacket, library embossing on title page, script in text, 15.5x23.5 cm, illustrated, 448 pp.","A report of a mission to examine the irrigation, under instructions of the Court of Directors of the East India Company, of northern Italian plains region.",,"Second edition, both volumes.",,,,Yes,,,2/18/2013,Update keywords,,On shelf,944,,877
878,79.2,"Smith, R. Baird",Italian irrigation: being a report on the agricultural canals of Piedmont and Lombardy addressed to the honourable the court of directors of the East India Company. vol ii: practical and legislative,1855,6,14,Italy,11,,1,Library,"Piedmont and Lombardy, Italy",,0,686,1,"Red cloth boards, gilt stamping, dust jacket, library embossing on title page, script in text, 15.5x23.5 cm, 394 pp., drawing inside back cover.",,,"Second edition, both volumes.",,,,Yes,,,2/18/2013,Update keywords,,On shelf,944,,878
879,160,"Law, Henry and S. Hughes","Rudiments of the art of constructing and repairing common roads. to which is prefixed, a general survey of the principle of metropolitan roads",1855,6,44,Road construction,11,,7,Library,London,,0,307,1,"Green flexible boardsm title, laid on front, 11x18 cm, illustrated, 10 pp. advertisements, 148 pp.",A manual with guidelines for surveying and constructing roads.,,"S. Hughes authored ""A General Survey of the Principal Metropolitan Roads"".",,,,To be included,,,4/23/2013,Update keywords,,On shelf,936,,879
880,162,"Mahan, D. H.","Industrial drawing: comprising the description and uses of drawing instruments, the construction of plane figures, the projections and sections of geometrical solids; architectural elements, mechanism, and topographical drawing; &c.",1855,6,72,Drafting,16,,1,Library,New York,,0,668,1,"Brown cloth boards, gilt stamped spine, script inside cover, 15.5x24 cm, 20 folding plates, 1 pp. advertisements, 172 pp.",A textbook on the use of drawing instruments in technical drawing.,,"2nd Edition, revised and corrected. For the use of academies and common school.",,,,Yes,,,2/17/2013,Update keywords,,On shelf,918,,880
881,220,"Clark, Daniel Kinnear","Railway machinery: A treatise on the mechanical engineering of railways, embracing the principles and construction of rolling stock and fixed plant, in all departments",1855,6,101,Machinery,11,,1,Library,NA,,0,626,1,"Green cloth box, 30 parts, 27 x 38 cm",,,In green cloth clamshell,,,Good,,,4/6/2013,3/19/2016,Change to Archives,,On shelf,1162,,881
882,547.1,"Babinet, M.",Etudes et Lectures sur les Sciences D/observation by leurs applications practiques,1855,6,30,Science,11,,1,Library,Paris,,0,801,2,"volume 1, brown quarter leather, marbled boards, 11 x 16 cm, 221 pgs",Lectures on various applied science topics,,Set of eight volumes,,,,Yes,,12/2/2012,,,,Pending,1119,,882
883,564,"Francis, James B.","Lowell hydraulic experiments: Being a selection from experiments on hydraulic motors, on the flow of water over weirs, and in canals of uniform rectangular section and of short length made at Lowell Massachsetts",1855,6,90,Theory,11,,1,Library,Lowell,,0,835,1,"Quarter leather, marbelled boards, 26.5 x 33.5 cm, xi, 156 pgs, 15 plates",,,,,,,Yes,,3/31/2013,3/31/2013,Update keywords,,On shelf,1155,,883
884,770,"Great Britain, Government of","Report from the select committee on Metropolitan Communications; together with the proceedings of the committee, minutes of evidence and appendix",1855,6,44,London streets,14,,1,Library,London,,0,65,1,"Half leather, paper wrapped boards, 22 x 34 cm, [title], xii, 204 pgs, 1 pp, 1 pp, 1 pp, [index iv, 37 pgs]",,,,,,Very good,Yes,,11/14/2015,,,,On shelf,426,,884
885,C0443,"McElroy, Samuel","Report on supplying the city of hamilton, c. w. with water from burlington bay",1855,4,26,Hamilton,14,,1,Library,"Hamilton, Ontario",,0,714,1,"leather embossed boards, back missing, red leather inserton spine, gilted edges, 15x23 cm, 34 pp. numbered, 68 couting blanks.",The Samuel McElroy report on supplying the city of Hamilton with fresh water from Burlingotn Bay.,,,,,,Yes,,,12/3/2012,Update keywords,,On shelf,1008,,885
886,C0567,Various,Papers on subjects connected with the duties of the corps of royal engineers. contruibuted by officers of the royal and east india company's engineers. new series. vol. iv.,1855,4,52,Royal Engineers,2,,1,Library,London,,0,307,1,"Original green cloth boards, new spine, gilted stamping, script inside cover, 17x26 cm, illustrated, 13 plates, 216 pp.",A compilation of articles related to works carried out by the Corps of Royal Engineers.,,,,,,To be included,,,,,,Pending,1266,,886
887,C0633,"Brett, Captain Wilford",Hints on Bivouac & Camp Life!,1855,4,52,Theory,11,,1,Library,Point Pleasant,,0,867,1,"Three-quarter brown leather, marbled boards, 16 x 21 cm, [frontis], [title], [introduction,3 pps], [index, 2 pps], [illustration], 101 pgs, 26 plates (some folding)","Figures (plates) not numbered consecutively, some figures not numbered",,,,,Good,Yes,,6/29/2013,6/29/2013,Add,,On shelf,1224,,887
888,C0721,"Keefer, Thomas Coltrin",Great Circle or Air Lines Illustrating the directness & capacity of the River St. Lawrence from Lake Erie to the Atlantic,1855,4,112,Transportation,10,,4,Archive,Montreal,,0,812,1,"86 x 60 cm, with Japannese paper backing",,,,,,,,,1/20/2013,,,,In Archives,306,,888
889,C0155,"United Colonies of Canada, Government of the",Report on trade and commerce.,1855,4,5,Canada,11,,7,Library,Québec,,0,87,1,"Cover missing, 15.5x23.5 cm, 1 folding map attached to front, 42 pp.","An inquiry into the Continental intercourse between Canada and Great Britain, the British North American colonies, the West India possessions, the United States, and other foreign countries.",,,,Wm. Hamilton Merritt,,To be included,,,4/21/2013,Update keywords,,On shelf,177,,889
890,C0235,"Jarvis, John B.","Return… of mr. jarvis' report relative to the survey of the proposed caughnawaga canal, and the amount of the cost of such survey as submitted by the said engineer",1855,4,104,Caughnawaga Canal,14,,7,Library,Québec,,0,87,1,"Blue wraps, front cover missing, 16.5x26 cm, 1 folding chart, 76 pp. Copy 1.",A proposed canal between Lake Champlain and the St. Lawrence River.,,,St. Lawrence Waterway,"Jarvis, John B., Mailffert, Raasloff",,Yes,,,4/20/2013,Update keywords,,On shelf,1109,,890
4500,2123,"Gerlach, Friedrich Wilhelm",Anhang zu Gerlachs kleiner mechanischen Weisheit,1764,7,121,Mechanics,11,,1,Library,Vienna,,0,1969,8,"Full leather with gilt frame on cover, 11 x 17.5 cm, [title], 3 pps, 33 pgs, 8 pps, 3 folding plates",,Previous owner signature; Kuhn,,,"Gerlach, Friedrich Wilhelm",Very good,Yes,,2/17/2019,,,,On shelf,,,0
4501,2124,"Geuss, Joachim Michael",Ausführliche Abhandlung der Minirkunst : erster theoretischer Theil,1776,7,121,"Mathematics, explosions",11,,1,Library,Copenhagen,,0,1970,8,"Half leather, marbled paper, 11 x 18 cm, [title], 14 pgs, 1 pp, 280 pgs, 3 folding tables, 4 folding plates",,Ingenieurcorpsets Bibliothek stamp; Kuhn,,,"Geuss, Joachim Michael",Very good,Yes,,2/17/2019,,,,On shelf,,,0
4502,2125,"Huth, Johann Christian",Kurzer und deutlicher Unterricht zu Zeichnung und Anlegung der Wohn und Landwithschaftsgebäude,1787,7,111,Drafting,11,,1,Library,Halle,,0,1971,8,"Half leather, marbled paper, 18 x 21 cm, [title], xvi, 88 pgs, 38 folding plates",,Ingenieurcorpsets Bibliothek; Kuhn,,,"Huth, Johann Christian",Very good,Yes,,2/17/2019,,,,On shelf,,,0
4503,2126,"Lecchi, Antonio","Memorie idrostatico-storiche delle operazioni eseguite nell' in alveazione del Reno di Bologna, e degli altri minori torrenti per la linea di primaro al mare dall'anno 1765. fino al 1772",1773,7,113,River Reno,11,,1,Library,Modena,,0,969,11,"Carta rustica, 20 x 26 cm, volume 1: [title][dedication], xii, 301 pgs, 1 pp, [eratta], 1 folded plate; volume 2, [title], 2 pp, 195 pgs, 1 pp, [eratta]",,Kuhn,,,"Lecchi, Antonio",Very good,Yes,,2/17/2019,,,,On shelf,,,0
4504,2127,"Lecchi, Antonio",Dissertazione idrostatica di partizione d'acque,1743,7,113,Flow measurement,11,,1,Library,Milan,,0,1432,11,"Marbled paper wrap, 17 x 23 cm, [title], 3 pps, 47 pgs",,Kuhn,,,"Lecchi, Antonio",Very good,Yes,,2/17/2019,4/11/2019,,,On shelf Pamphlet,,,0
4505,2128,"Perelli, Tommaso","Relazione del dott. Tommaso Perelli mattematico, ... sopra il lago Trasimeno scritta pel nobile uomo sig. conte Francesco Baglioni",1771,7,113,Lake Trasimeno,11,,1,Library,Florence,,0,1972,11,"Half leather, marbled paper, 18 x 24.5 cm, [title], xxx, 1 folding plate",,"ex libris, Giannalisa Feltrinelli; Kuhn",,,"Perelli, Tommaso",Very good,Yes,,2/17/2019,,,,On shelf,,,0
4506,2129,"Torelli, Giuseppe",De rota sub aquis circumacta epistola,1747,7,113,Pumps,11,,1,Library,Verona,,0,1973,11,"Marbled paper wrap, 10.5 x 18.5 cm, [title], 10 pgs, 1 folding plate, in brown cloth folder",,Bibliotheca Mechanica; Kuhn,,,"Torelli, Giuseppe",Very good,Yes,,2/17/2019,,,,On shelf,,,0
4507,2130,"Weinhold, Johann Karl","Versuch einer Mechanik für Ungelehrte, zum Nutzen verschiedener Künstler, Professionisten und der Landleute",1790,7,120,machines,11,,1,Library,Dresden,,0,1905,8,"Half leather, marbled paper, 13 x 20 cm, volume 1, [title], 6 pps, 460 pgs, 6 pps, 7 folding plates; volume 2, [title], 8 pps, 458 pgs, 1 pp, 18 folding plates",,Ingenieurcorpsets Bibliothek stamp; Kuhn,Vol 2 1792,,"Weinhold, Johann Karl",Very good,Yes,,2/17/2019,,,,On shelf,,,0
4508,C0966,Manchester Ship Canal,Presented by the directors of the Manchester Ship Canal Company upon the occasion of the visit of the Colonial Premiers to Manchester,1907,4,104,Manchester Ship Canal,12,,1,Library,Manchester,,0,1974,1,"Full red morroco, 42 x 31 cm, 18 card stock leaves with hand drawn red frames, photographs and titles pasted on, 1 double folded map (printed recto/verso) tipped in, one coloured, folded map tipped in",,Presentation copy to Right Honourable Sir Wilfred Laurier,"Label pasted on last leaf, Geo. Falkner & Sons, Illuminators & Printers, 170 Deansgate, Manchester, etc.",,Wilfred Laurier,Very good,Yes,,2/18/2019,,,,,,,0
4509,2131,Public Works,"Circular Concrete dam & butt. Walls, Elmwood Park Syracuse, H.G.T.",1929,6,70,"Dam construction, Elmwood Pk Syracuse",12,,4,Archive,Syracuse,,0,177,1,"File folder with 4 loose sheets of correspondance, 7 sheets with photographs pasted, 10 sheets of notes, 1 magazine cutting",,,,,Public Works,Good,Yes,,2/18/2019,,,,Box H,,,0
4510,2132,Public Works,"Various projects, bridge construction",1930c,6,70,Bridge construction,12,,4,Archive,New York State,,0,177,1,"Loose paper sheets (21.5 x 28 cm, 8.5"" x 11""), 28 sheets with photographs pasted on, 8 loose photographs (25x20.5 cm), each sheet heavily annotated with construction notes and details, all formerly bound in a 3-ring binder",,MacDonald,,,Public Works,Good,,,2/18/2019,,,,Box J (Photographs),,,0
